bucket,every_n,n_sym,fund_pnl,price_pnl,gross,turnover,net_real,net_pess,rebalanced
1713513600000,1,33,3.916100000000001e-05,0.017550342685426996,0.017589503685426996,1.4000000000000004,0.015321503685426995,0.013809503685426994,1
1713542400000,1,33,2.6916000000000005e-05,0.013717092683384457,0.013744008683384457,1.2000000000000002,0.011800008683384457,0.010504008683384455,1
1713571200000,1,33,4.8892000000000006e-05,-0.0011908935664729386,-0.0011420015664729386,0.9999999999999999,-0.002762001566472938,-0.0038420015664729383,1
1713600000000,1,33,6.083500000000001e-05,0.009679012077091851,0.009739847077091851,1.4000000000000001,0.007471847077091851,0.005959847077091851,1
1713628800000,1,33,1.7753000000000004e-05,0.00016563336537155364,0.00018338636537155366,1.4000000000000004,-0.002084613634628447,-0.0035966136346284477,1
1713657600000,1,33,0.000124763,0.019968348387501833,0.020093111387501833,0.7999999999999999,0.018797111387501834,0.017933111387501834,1
1713686400000,1,33,9.663300000000001e-05,0.00531295723948093,0.00540959023948093,0.9999999999999999,0.0037895902394809297,0.00270959023948093,1
1713715200000,1,33,0.000103581,-0.002593085459324849,-0.002489504459324849,0.9999999999999999,-0.004109504459324849,-0.005189504459324848,1
1713744000000,1,33,1.9597999999999998e-05,0.003025165057557012,0.003044763057557012,1.2,0.0011007630575570122,-0.00019523694244298834,1
1713772800000,1,33,9.0517e-05,-0.0011075578963037896,-0.0010170408963037895,0.9999999999999999,-0.0026370408963037892,-0.0037170408963037894,1
1713801600000,1,33,8.522400000000001e-05,-0.0018051908291488396,-0.0017199668291488395,0.7999999999999999,-0.003015966829148839,-0.0038799668291488393,1
1713830400000,1,33,0.000101585,-0.0028299425873830946,-0.0027283575873830947,0.9999999999999999,-0.004348357587383094,-0.005428357587383094,1
1713859200000,1,33,0.000109151,-0.006307430313757648,-0.006198279313757648,0.7999999999999999,-0.007494279313757648,-0.008358279313757648,1
1713888000000,1,33,4.9344e-05,-0.0019032637835249228,-0.0018539197835249228,1.4000000000000001,-0.004121919783524923,-0.005633919783524923,1
1713916800000,1,33,0.00031783700000000007,0.04421266564780918,0.04453050264780918,1.2,0.04258650264780918,0.04129050264780918,1
1713945600000,1,33,0.000163576,-0.015660105475324967,-0.015496529475324967,1.2,-0.017440529475324967,-0.01873652947532497,1
1713974400000,1,33,0.00010069400000000001,-0.014613918711661414,-0.014513224711661414,1.2000000000000002,-0.016457224711661413,-0.017753224711661415,1
1714003200000,1,33,9.084599999999999e-05,0.012203694995975803,0.012294540995975803,0.7999999999999999,0.010998540995975803,0.010134540995975803,1
1714032000000,1,33,5.1572e-05,-0.008351419056902176,-0.008299847056902177,0.9999999999999999,-0.009919847056902176,-0.010999847056902176,1
1714060800000,1,33,6.6077e-05,0.0046719150113997444,0.004737992011399745,0.9999999999999999,0.003117992011399745,0.002037992011399745,1
1714089600000,1,33,5.3757999999999996e-05,0.001583505816505615,0.0016372638165056152,1.4000000000000001,-0.0006307361834943848,-0.002142736183494385,1
1714118400000,1,33,6.0614e-05,-0.0027485657846845098,-0.0026879517846845097,0.7999999999999999,-0.0039839517846845095,-0.00484795178468451,1
1714147200000,1,33,5.3529e-05,-0.0055308994919544335,-0.005477370491954433,0.6,-0.006449370491954433,-0.007097370491954433,1
1714176000000,1,33,3.0766e-05,-0.0012449454260174415,-0.0012141794260174415,1.2000000000000002,-0.0031581794260174415,-0.004454179426017443,1
1714204800000,1,33,4.2884e-05,-0.003854281952423011,-0.003811397952423011,0.9999999999999999,-0.00543139795242301,-0.006511397952423011,1
1714233600000,1,33,6.1036e-05,0.006668666563533244,0.006729702563533244,1.2,0.0047857025635332446,0.003489702563533244,1
1714262400000,1,33,7.2159e-05,-0.005773711651736313,-0.005701552651736314,0.9999999999999999,-0.007321552651736314,-0.008401552651736314,1
1714291200000,1,33,8.6511e-05,-0.004735986637442558,-0.004649475637442558,0.9999999999999999,-0.006269475637442558,-0.007349475637442558,1
1714320000000,1,33,2.3082e-05,0.0035704674481902843,0.003593549448190284,1.6000000000000003,0.0010015494481902835,-0.0007264505518097169,1
1714348800000,1,33,6.9527e-05,0.003202703425047005,0.0032722304250470046,0.7999999999999999,0.001976230425047005,0.0011122304250470046,1
