equity
10000.0
9999.068898321648
9960.925011815216
9825.115394971344
9854.56457461616
9799.90662919431
9690.362565862437
9529.515432748816
9369.588490279122
9335.968426142183
9089.232834412589
9128.041773276385
9132.336599798782
9143.584724485783
9177.901444342171
9197.676511815775
9222.387315627602
9417.011399523884
9485.307176505423
9392.606035972158
9360.806168259081
9348.389798434717
9567.147871188563
9674.498361237818
10161.905474912486
10219.3026345799
10237.488633568953
10358.408022957161
10451.562708270401
10463.095403040665
10550.030650657101
10443.178362361814
10555.770320928714
10467.773321631847
10454.483716564042
10390.698596615974
10252.316560652902
10223.834112899176
10207.2835681091
10362.351748038092
10180.128779991937
11898.453466266858
11740.975200616163
11745.491557336718
11795.837110082472
11816.972736360432
11814.927308621262
11770.444806620153
11684.648302083911
11683.296039215162
11715.460488651162
11942.66162040486
12118.649063849914
12024.13040416324
11679.478154297569
12018.42355534795
12019.519457811059
12027.676944544008
12003.556781734644
12311.525880175004
12164.931876371684
12046.083518645972
11912.284870950882
11793.395334058805
11771.62147042938
11745.370301341822
11691.060843836589
11637.785924599913
11586.61298043804
11510.681910916863
11498.922751556227
11488.855600262868
11479.3116642873
11423.420667664555
10805.073862210198
10889.005752934574
10882.010879079897
11031.53873282216
10986.480303123344
10901.726763027651
10770.274581156931
10778.799221366546
10713.143748892337
10575.610444827713
10620.893266856589
10745.435966275976
10838.257440474918
10863.346605802775
10917.678989191714
10972.283679757826
10330.239217656052
10257.150052448855
10313.809267689656
9969.19175549855
10001.384999624732
9813.072560575052
9699.338923920059
9745.971974830398
9694.422173595884
9672.106361501495
9755.382595292393
9769.656680983262
9752.892596568501
9760.972076764407
9735.226342781503
9691.455301922268
9633.302319873357
9595.036525451513
9509.007907035817
9515.983967594748
9611.537303612678
9475.154149600092
9472.461419970094
9477.331393731973
9378.875575245953
9398.14950964904
9060.380300206722
8899.821216986664
8722.43425190764
8646.767819567642
8707.263515717035
8748.073238966525
8764.8454619968
8482.296100375219
8390.434491799335
8363.850615918143
8308.807537876695
8283.656513796357
8390.894244650324
8383.423995162264
8331.11745409981
8338.506646240416
8401.006325191955
8506.884886502467
8629.276356443923
8762.187161409194
8820.163251285136
8830.386042221746
8877.515676371657
8924.855084051189
8889.750042769465
8854.087347136836
8980.864729769048
9075.818612057104
8622.315572008783
8576.148810423812
8627.62533510913
8669.782891554643
8751.717396579568
8949.602424999775
8913.833725555236
8876.958336187508
8805.264459934966
8621.023076718197
8634.736038455387
8607.721352522502
8628.171748972323
8676.05482508269
8785.471341090553
8777.380053056959
8781.907908934996
8331.718373279116
8231.051140078609
8255.444053585401
8198.364560877733
8466.1902807743
8238.402496546736
8141.131535095386
8483.585781026035
8523.184275436584
8384.076800664607
8366.495643875329
7997.009988704032
7991.375046962894
7960.640670366502
7852.471448207249
7860.078819484763
7886.807064220415
7826.112133842666
7884.311458810376
7722.210991478343
7880.39926377494
7821.605837714849
7915.252551729119
7869.982466759346
7933.566486109632
7782.489112053707
7915.526977562032
7984.205362145303
7991.5207335727055
8020.290547574841
7939.740689019509
7966.338840849927
8020.823265246843
7939.046242385324
7787.197293088922
7633.227617953361
7636.673616786814
7601.603966426653
7528.9038026283715
7553.407140861545
7454.3533441906675
7514.769375081163
7508.92873078159
7522.794776311053
7658.312807618568
7600.316596029673
7660.217449411398
7728.556047629385
7716.554217379255
7664.976695146359
7648.384378884204
7662.693151587462
7671.075461050967
7985.680247919984
8172.3658087195545
8315.366172839567
8519.835813114154
8609.184460382183
8694.265640378753
8601.19412032684
8808.293517691009
8840.378322321887
8913.808760058233
9076.507701565057
9181.66983123069
9273.874542812022
9420.562573543013
9769.454780256416
9862.633036666979
9980.117919533448
10000.899873722383
9917.767823809318
10012.279034440304
9985.763546994734
10253.72497984295
10384.242322969227
10431.565868031368
10542.743178470671
10482.280966183405
10552.02202901764
10422.638843293891
10414.233916739839
10451.169867870482
10591.988860833513
10844.203923890485
10794.325431019468
10913.66949055144
10996.403872310206
10920.022274112638
11191.808042636108
11685.855848339692
11726.431367208132
11817.929534261551
12972.474710920122
12938.486690849348
12906.366729636278
12908.94964151268
12536.684937803178
12535.056116078416
12611.47999883929
12543.245553900579
12491.973387031927
