date,symbol,project,vol_usd
2021-12-01,AAVE,0x-API,15205.923792293472
2021-12-01,AAVE,balancer,2653388.4777213866
2021-12-01,AAVE,bancor,22965.085978630617
2021-12-01,AAVE,sushiswap,318761.6220426967
2021-12-01,AAVE,uniswap,648566.5898237984
2021-12-01,ATOM,uniswap,858.6420883675352
2021-12-01,CRV,0x-API,2207046.950041304
2021-12-01,CRV,1inch-LOP,83805.29709614675
2021-12-01,CRV,balancer,1356.5615394610466
2021-12-01,CRV,curve,1341115.3520599848
2021-12-01,CRV,defiswap,9223.904555222303
2021-12-01,CRV,sushiswap,6719070.807096264
2021-12-01,CRV,uniswap,4533494.437464459
2021-12-01,DOGE,uniswap,18016.869875580094
2021-12-01,LDO,sushiswap,403281.67517680646
2021-12-01,LDO,uniswap,16161.331128412527
2021-12-01,LINK,0x-API,416356.447179005
2021-12-01,LINK,1inch-LOP,26844.05200064916
2021-12-01,LINK,balancer,204446.24449532517
2021-12-01,LINK,bancor,2331261.9693612084
2021-12-01,LINK,defiswap,30157.099401475214
2021-12-01,LINK,shibaswap,115839.79963482035
2021-12-01,LINK,sushiswap,2141255.262309687
2021-12-01,LINK,uniswap,3273301.968134207
2021-12-01,PENDLE,sushiswap,363512.99465843395
2021-12-01,PUMP,uniswap,3203.552230646424
2021-12-01,UNI,0x-API,91499.38477746701
2021-12-01,UNI,balancer,62503.35187175906
2021-12-01,UNI,bancor,37944.47471321506
2021-12-01,UNI,defiswap,3143.0440015000004
2021-12-01,UNI,shibaswap,410939.9806547247
2021-12-01,UNI,sushiswap,48777.76991700378
2021-12-01,UNI,uniswap,2982509.786452253
2021-12-02,AAVE,0x-API,10013.64
2021-12-02,AAVE,1inch-LOP,10796.584505611114
2021-12-02,AAVE,balancer,2340107.8530103723
2021-12-02,AAVE,bancor,31048.872911821658
2021-12-02,AAVE,sushiswap,232056.17863381538
2021-12-02,AAVE,uniswap,328380.5875699668
2021-12-02,CRV,0x-API,1682584.1271816096
2021-12-02,CRV,1inch-LOP,34883.88500129769
2021-12-02,CRV,curve,4520968.557023445
2021-12-02,CRV,defiswap,960.20423702725
2021-12-02,CRV,sushiswap,4278398.319102308
2021-12-02,CRV,uniswap,1379823.0707659447
2021-12-02,DOGE,uniswap,89718.48521365304
2021-12-02,LDO,sushiswap,384805.8281217133
2021-12-02,LDO,uniswap,44193.43493579171
2021-12-02,LINK,0x-API,101618.8108619771
2021-12-02,LINK,1inch-LOP,33880.66093474669
2021-12-02,LINK,airswap,75.8577326619046
2021-12-02,LINK,balancer,162720.25001488868
2021-12-02,LINK,bancor,1670421.9155816054
2021-12-02,LINK,defiswap,14335.675919827054
2021-12-02,LINK,shibaswap,53814.726946185256
2021-12-02,LINK,sushiswap,1292443.536516713
2021-12-02,LINK,uniswap,2632347.3445142694
2021-12-02,PENDLE,sushiswap,83116.84598844149
2021-12-02,PUMP,uniswap,2076.8960304621373
2021-12-02,UNI,0x-API,132797.57852090022
2021-12-02,UNI,balancer,164759.9210130145
2021-12-02,UNI,bancor,90367.23590562056
2021-12-02,UNI,defiswap,6292.776660700454
2021-12-02,UNI,shibaswap,1500701.017434639
2021-12-02,UNI,sushiswap,205393.32001491805
2021-12-02,UNI,uniswap,9941646.958579713
2021-12-03,AAVE,0x-API,58865.861658672045
2021-12-03,AAVE,balancer,1927051.3680006412
2021-12-03,AAVE,sushiswap,233934.5772212423
2021-12-03,AAVE,uniswap,779093.8646764178
2021-12-03,CRV,0x-API,1708149.417996353
2021-12-03,CRV,1inch-LOP,50098.23468807434
2021-12-03,CRV,balancer,48002.58926954151
2021-12-03,CRV,curve,3350528.157691392
2021-12-03,CRV,defiswap,2080.9473239341037
2021-12-03,CRV,sushiswap,3870773.0048184446
2021-12-03,CRV,uniswap,1665041.1885273603
2021-12-03,DOGE,uniswap,25759.13287867834
2021-12-03,LDO,balancer,56857.76961689992
2021-12-03,LDO,sushiswap,1871887.9767403142
2021-12-03,LDO,uniswap,156325.11693773122
2021-12-03,LINK,0x-API,254388.08310399414
2021-12-03,LINK,1inch-LOP,58705.11321191312
2021-12-03,LINK,airswap,10950.254412025619
2021-12-03,LINK,balancer,188170.16100393588
2021-12-03,LINK,bancor,2450149.4193294127
2021-12-03,LINK,curve,51765.04710017312
2021-12-03,LINK,defiswap,17513.193605927536
2021-12-03,LINK,shibaswap,76032.56054804038
2021-12-03,LINK,sushiswap,1838007.1568840216
2021-12-03,LINK,uniswap,5695225.84872885
2021-12-03,PENDLE,sushiswap,475424.65856416675
2021-12-03,PUMP,uniswap,850.4340000000001
2021-12-03,TRX,uniswap,15201.152999999998
2021-12-03,UNI,0x-API,601836.7358315679
2021-12-03,UNI,1inch-LOP,33172.78372662442
2021-12-03,UNI,balancer,23658.47217607996
2021-12-03,UNI,bancor,15000.34285059109
2021-12-03,UNI,defiswap,1519.6929085000002
2021-12-03,UNI,shibaswap,241274.3546828746
2021-12-03,UNI,sushiswap,21207.726846735943
2021-12-03,UNI,uniswap,3446817.3695424777
2021-12-04,AAVE,0x-API,148058.291837509
2021-12-04,AAVE,1inch-LOP,20098.9
2021-12-04,AAVE,balancer,2438687.399620739
2021-12-04,AAVE,bancor,77735.14953241502
2021-12-04,AAVE,sushiswap,2336843.46552507
2021-12-04,AAVE,uniswap,1321382.4769695199
2021-12-04,ATOM,sushiswap,1050.5779486947222
2021-12-04,ATOM,uniswap,1957.0146398720276
2021-12-04,CRV,0x-API,1177754.3884944548
2021-12-04,CRV,1inch-LOP,8011.46717112041
2021-12-04,CRV,curve,8296792.635135159
2021-12-04,CRV,defiswap,16223.971958557111
2021-12-04,CRV,sushiswap,13413952.12259376
2021-12-04,CRV,uniswap,3835772.5635293177
2021-12-04,DOGE,uniswap,332927.73987269454
2021-12-04,LDO,balancer,30104.10362051891
2021-12-04,LDO,sushiswap,2390882.5834672903
2021-12-04,LDO,uniswap,1704384.2826065067
2021-12-04,LINK,0x-API,2520866.0563178426
2021-12-04,LINK,1inch-LOP,26164.97
2021-12-04,LINK,airswap,31026.541638779316
2021-12-04,LINK,balancer,877992.1685677482
2021-12-04,LINK,bancor,8976959.53439349
2021-12-04,LINK,defiswap,41663.11175834956
2021-12-04,LINK,shibaswap,387720.21785564575
2021-12-04,LINK,sushiswap,13161331.493763512
2021-12-04,LINK,uniswap,14760889.300366607
2021-12-04,PENDLE,sushiswap,144154.34464601456
2021-12-04,UNI,0x-API,1614854.270887649
2021-12-04,UNI,1inch-LOP,25047.21893833974
2021-12-04,UNI,airswap,39.5107
2021-12-04,UNI,bancor,60423.1724688458
2021-12-04,UNI,defiswap,1900.4985667564501
2021-12-04,UNI,shibaswap,950364.3500149722
2021-12-04,UNI,sushiswap,147708.71358723822
2021-12-04,UNI,uniswap,10899956.746579569
2021-12-05,AAVE,0x-API,20549.69784406374
2021-12-05,AAVE,balancer,1187803.3729469243
2021-12-05,AAVE,sushiswap,66201.59539745789
2021-12-05,AAVE,uniswap,128115.84471019023
2021-12-05,ATOM,uniswap,1351.6329104652307
2021-12-05,CRV,0x-API,1735879.9256810523
2021-12-05,CRV,1inch-LOP,51271.549488116056
2021-12-05,CRV,curve,5072741.219112378
2021-12-05,CRV,defiswap,273974.86885708576
2021-12-05,CRV,sushiswap,6116985.565599548
2021-12-05,CRV,uniswap,3767351.582574823
2021-12-05,DOGE,uniswap,46085.882
2021-12-05,LDO,1inch-LOP,13819.409999999998
2021-12-05,LDO,balancer,134412.43483066885
2021-12-05,LDO,sushiswap,4348840.918379695
2021-12-05,LDO,uniswap,505619.0709122586
2021-12-05,LINK,0x-API,350809.3563492379
2021-12-05,LINK,1inch-LOP,51197.17760658902
2021-12-05,LINK,airswap,6987.007758589272
2021-12-05,LINK,balancer,211591.0731090978
2021-12-05,LINK,bancor,1426747.4514079602
2021-12-05,LINK,defiswap,1055.1218479999998
2021-12-05,LINK,shibaswap,38799.19360859821
2021-12-05,LINK,sushiswap,2065663.6787828114
2021-12-05,LINK,uniswap,2466323.2967806393
2021-12-05,PENDLE,sushiswap,70523.46088940551
2021-12-05,PUMP,uniswap,1641.876030915149
2021-12-05,UNI,0x-API,128240.52489286911
2021-12-05,UNI,1inch-LOP,39042.19801299228
2021-12-05,UNI,shibaswap,229882.34352849316
2021-12-05,UNI,sushiswap,32124.029699551076
2021-12-05,UNI,uniswap,1644679.699385283
2021-12-06,AAVE,0x-API,469801.48317871615
2021-12-06,AAVE,1inch-LOP,47336.36505083874
2021-12-06,AAVE,balancer,3343586.2574799606
2021-12-06,AAVE,bancor,7308.900812055102
2021-12-06,AAVE,sushiswap,1007433.6194713273
2021-12-06,AAVE,uniswap,1392283.8574095233
2021-12-06,ATOM,uniswap,1054.5955598785279
2021-12-06,CRV,0x-API,2890624.5269306055
2021-12-06,CRV,1inch-LOP,11701.531561927648
2021-12-06,CRV,curve,4062117.746393174
2021-12-06,CRV,defiswap,8130.826628578154
2021-12-06,CRV,sushiswap,5003530.898196081
2021-12-06,CRV,uniswap,3068402.656483201
2021-12-06,DOGE,uniswap,105121.7002796545
2021-12-06,LDO,balancer,77363.67681228132
2021-12-06,LDO,sushiswap,2736952.479077455
2021-12-06,LDO,uniswap,492178.35876156605
2021-12-06,LINK,0x-API,899801.3954594553
2021-12-06,LINK,1inch-LOP,26593.285273209614
2021-12-06,LINK,airswap,23615.56924577463
2021-12-06,LINK,balancer,337394.3866842818
2021-12-06,LINK,bancor,3319990.6633037883
2021-12-06,LINK,defiswap,35701.58055405133
2021-12-06,LINK,shibaswap,87183.0755904778
2021-12-06,LINK,sushiswap,3840408.6384925717
2021-12-06,LINK,uniswap,7054231.121209544
2021-12-06,PENDLE,sushiswap,77349.3778789102
2021-12-06,UNI,0x-API,715055.5605432929
2021-12-06,UNI,airswap,8890.40332159902
2021-12-06,UNI,balancer,34572.45953042098
2021-12-06,UNI,bancor,11261.490271885512
2021-12-06,UNI,defiswap,237.69051532251265
2021-12-06,UNI,shibaswap,475626.80334601173
2021-12-06,UNI,sushiswap,78451.49436928464
2021-12-06,UNI,uniswap,3716103.9097068547
2021-12-07,AAVE,0x-API,57561.56741285327
2021-12-07,AAVE,balancer,3812896.779052573
2021-12-07,AAVE,bancor,59744.58768685724
2021-12-07,AAVE,sushiswap,585021.6505526585
2021-12-07,AAVE,uniswap,684901.8376513685
2021-12-07,ATOM,sushiswap,1333.9706062026999
2021-12-07,ATOM,uniswap,999.7841743106261
2021-12-07,CRV,0x-API,2012044.5737082474
2021-12-07,CRV,1inch-LOP,1021828.5341549896
2021-12-07,CRV,airswap,16738.861772624998
2021-12-07,CRV,balancer,879.9903729420008
2021-12-07,CRV,curve,5084594.782330139
2021-12-07,CRV,defiswap,9421.236377247486
2021-12-07,CRV,sushiswap,7171563.530158684
2021-12-07,CRV,uniswap,4022898.84799167
2021-12-07,DOGE,uniswap,142398.21502359453
2021-12-07,LDO,balancer,25550.225243581004
2021-12-07,LDO,sushiswap,825658.7951998534
2021-12-07,LDO,uniswap,99799.93335784253
2021-12-07,LINK,0x-API,3688019.287028694
2021-12-07,LINK,1inch-LOP,12913.02
2021-12-07,LINK,airswap,5821.476035250108
2021-12-07,LINK,balancer,588666.831639
2021-12-07,LINK,bancor,5377287.549368622
2021-12-07,LINK,defiswap,235313.9211336699
2021-12-07,LINK,shibaswap,159130.62305069168
2021-12-07,LINK,sushiswap,4363899.222114712
2021-12-07,LINK,uniswap,6024114.299737973
2021-12-07,PENDLE,sushiswap,91302.5518322782
2021-12-07,UNI,0x-API,265137.4545514598
2021-12-07,UNI,balancer,13580.417345935124
2021-12-07,UNI,bancor,7957.942729183379
2021-12-07,UNI,defiswap,1839.6145504034234
2021-12-07,UNI,shibaswap,281106.7248886934
2021-12-07,UNI,sushiswap,30415.682328633207
2021-12-07,UNI,uniswap,2508926.160670295
2021-12-08,AAVE,0x-API,48860.72103346352
2021-12-08,AAVE,1inch-LOP,804.3782564844399
2021-12-08,AAVE,balancer,5499657.750225746
2021-12-08,AAVE,bancor,96891.41584703083
2021-12-08,AAVE,sushiswap,818287.2986132702
2021-12-08,AAVE,uniswap,1007554.9197790677
2021-12-08,ATOM,uniswap,2284.1388896909543
2021-12-08,CRV,0x-API,1708281.9974521815
2021-12-08,CRV,1inch-LOP,30297.736260641803
2021-12-08,CRV,balancer,1056.741521062594
2021-12-08,CRV,curve,3747730.324714092
2021-12-08,CRV,defiswap,3762.9681566168892
2021-12-08,CRV,sushiswap,2718383.1761771385
2021-12-08,CRV,uniswap,862534.0472895458
2021-12-08,DOGE,uniswap,855197.156150125
2021-12-08,LDO,balancer,24067.15268186277
2021-12-08,LDO,sushiswap,1431973.947380119
2021-12-08,LDO,uniswap,334040.97728673567
2021-12-08,LINK,0x-API,1135960.5584500646
2021-12-08,LINK,1inch-LOP,91288.03836126135
2021-12-08,LINK,airswap,14795.627691739252
2021-12-08,LINK,balancer,906235.0085881819
2021-12-08,LINK,bancor,7702673.199846555
2021-12-08,LINK,defiswap,91875.11395012723
2021-12-08,LINK,shibaswap,196814.06829651629
2021-12-08,LINK,sushiswap,6742182.454673657
2021-12-08,LINK,uniswap,8053412.032018475
2021-12-08,PENDLE,sushiswap,111494.05090043524
2021-12-08,TRX,uniswap,17308.12
2021-12-08,UNI,0x-API,7163.3157293825425
2021-12-08,UNI,balancer,71869.25588149302
2021-12-08,UNI,bancor,38978.08831777399
2021-12-08,UNI,defiswap,3513.976576571352
2021-12-08,UNI,shibaswap,649223.4370752724
2021-12-08,UNI,sushiswap,76575.80191067474
2021-12-08,UNI,uniswap,3826782.3657844984
2021-12-09,AAVE,0x-API,89262.66435135841
2021-12-09,AAVE,1inch-LOP,13928.214713143381
2021-12-09,AAVE,balancer,1822070.7018048512
2021-12-09,AAVE,bancor,44280.59143497629
2021-12-09,AAVE,sushiswap,99112.21942297253
2021-12-09,AAVE,uniswap,186140.89369437238
2021-12-09,ATOM,uniswap,1068.6894140895974
2021-12-09,CRV,0x-API,952246.4705200188
2021-12-09,CRV,1inch-LOP,13049.15233230119
2021-12-09,CRV,airswap,5164.118580264
2021-12-09,CRV,curve,1655754.2189801056
2021-12-09,CRV,sushiswap,2764077.870502636
2021-12-09,CRV,uniswap,1526016.0065088558
2021-12-09,DOGE,uniswap,2464832.699728201
2021-12-09,LDO,balancer,78706.1502319891
2021-12-09,LDO,sushiswap,3226483.3221117514
2021-12-09,LDO,uniswap,1707723.9180586943
2021-12-09,LINK,0x-API,133215.6750650106
2021-12-09,LINK,1inch-LOP,36130.37362943306
2021-12-09,LINK,airswap,3095.6123938261903
2021-12-09,LINK,balancer,366045.3855159798
2021-12-09,LINK,bancor,2801553.184370707
2021-12-09,LINK,defiswap,26336.31386465505
2021-12-09,LINK,shibaswap,67527.27789188818
2021-12-09,LINK,sushiswap,2365606.6608493095
2021-12-09,LINK,uniswap,3587637.109779951
2021-12-09,PENDLE,sushiswap,103161.93549290013
2021-12-09,UNI,0x-API,46400.22045189735
2021-12-09,UNI,bancor,4893.459047284876
2021-12-09,UNI,defiswap,963.8689622937702
2021-12-09,UNI,shibaswap,40163.47807957258
2021-12-09,UNI,sushiswap,30317.405562232892
2021-12-09,UNI,uniswap,532841.8684061366
2021-12-10,AAVE,0x-API,16387.15397464972
2021-12-10,AAVE,1inch-LOP,2002.197064914599
2021-12-10,AAVE,balancer,1732825.504758026
2021-12-10,AAVE,sushiswap,362888.126728399
2021-12-10,AAVE,uniswap,485797.0872762833
2021-12-10,ATOM,sushiswap,1144.741946097859
2021-12-10,ATOM,uniswap,2115.3548386907296
2021-12-10,CRV,0x-API,1435732.9190049043
2021-12-10,CRV,1inch-LOP,55603.17172855124
2021-12-10,CRV,airswap,5028.396841375
2021-12-10,CRV,curve,3292736.412245356
2021-12-10,CRV,defiswap,491.25750941105747
2021-12-10,CRV,sushiswap,2582660.217069279
2021-12-10,CRV,uniswap,599649.7677909771
2021-12-10,DOGE,uniswap,10065963.06779136
2021-12-10,LDO,balancer,61772.540550566075
2021-12-10,LDO,sushiswap,1732530.5871879933
2021-12-10,LDO,uniswap,197785.0100554364
2021-12-10,LINK,0x-API,934714.0505544094
2021-12-10,LINK,1inch-LOP,181847.16041766654
2021-12-10,LINK,airswap,8290.489364055034
2021-12-10,LINK,balancer,650302.8239597777
2021-12-10,LINK,bancor,4375895.514702419
2021-12-10,LINK,defiswap,48374.69303284341
2021-12-10,LINK,shibaswap,542394.7555775724
2021-12-10,LINK,sushiswap,1720439.6598615195
2021-12-10,LINK,uniswap,3489176.882782388
2021-12-10,PENDLE,sushiswap,88194.82641046542
2021-12-10,TRX,uniswap,13130.699999999999
2021-12-10,UNI,0x-API,223979.43826688905
2021-12-10,UNI,shibaswap,36507.64455912655
2021-12-10,UNI,sushiswap,5486.206850787088
2021-12-10,UNI,uniswap,713913.908062371
2021-12-11,AAVE,0x-API,33153.367663101126
2021-12-11,AAVE,1inch-LOP,42011.368092556055
2021-12-11,AAVE,balancer,2456382.57415821
2021-12-11,AAVE,bancor,32955.36726656501
2021-12-11,AAVE,sushiswap,454993.4953982321
2021-12-11,AAVE,uniswap,798722.0542090338
2021-12-11,ATOM,sushiswap,682.0065803281634
2021-12-11,ATOM,uniswap,5575.232647136685
2021-12-11,CRV,0x-API,726695.9617543293
2021-12-11,CRV,1inch-LOP,40312.33651059038
2021-12-11,CRV,curve,2950582.897207688
2021-12-11,CRV,defiswap,2842.97889374801
2021-12-11,CRV,sushiswap,3399061.40647634
2021-12-11,CRV,uniswap,1451785.4039835092
2021-12-11,DOGE,uniswap,11123608.983132252
2021-12-11,LDO,balancer,39552.797502545625
2021-12-11,LDO,sushiswap,1009924.3489514452
2021-12-11,LDO,uniswap,103926.01624963162
2021-12-11,LINK,0x-API,889224.2820830495
2021-12-11,LINK,1inch-LOP,11639.338789458936
2021-12-11,LINK,airswap,35626.208403625
2021-12-11,LINK,balancer,302557.0913435694
2021-12-11,LINK,bancor,3101428.484534759
2021-12-11,LINK,defiswap,12975.456153009582
2021-12-11,LINK,shibaswap,55486.56648753804
2021-12-11,LINK,sushiswap,3547369.214369863
2021-12-11,LINK,uniswap,1863874.5372852127
2021-12-11,PENDLE,sushiswap,77307.8764150915
2021-12-11,UNI,0x-API,835440.4693613612
2021-12-11,UNI,1inch-LOP,68231.15015814544
2021-12-11,UNI,airswap,39.317980611
2021-12-11,UNI,balancer,65729.63566005812
2021-12-11,UNI,bancor,44598.482475695615
2021-12-11,UNI,defiswap,3510.9478531975665
2021-12-11,UNI,shibaswap,473981.19618915825
2021-12-11,UNI,sushiswap,82741.0658134524
2021-12-11,UNI,uniswap,4327005.188915399
2021-12-12,AAVE,0x-API,147603.3882563358
2021-12-12,AAVE,1inch-LOP,95.22644
2021-12-12,AAVE,balancer,774559.6184455766
2021-12-12,AAVE,sushiswap,178015.49532802665
2021-12-12,AAVE,uniswap,564789.6298928317
2021-12-12,ATOM,sushiswap,1042.6718453385008
2021-12-12,ATOM,uniswap,3827.171883436946
2021-12-12,CRV,0x-API,702322.8746445924
2021-12-12,CRV,1inch-LOP,19799.118514802554
2021-12-12,CRV,airswap,40370.438711548
2021-12-12,CRV,curve,3261895.4603169216
2021-12-12,CRV,defiswap,2569.8884035899623
2021-12-12,CRV,sushiswap,4232288.698852081
2021-12-12,CRV,uniswap,2049290.5904974197
2021-12-12,DOGE,uniswap,1147823.3933239728
2021-12-12,LDO,balancer,10142.642917125973
2021-12-12,LDO,sushiswap,499484.87464133475
2021-12-12,LDO,uniswap,770881.7520407822
2021-12-12,LINK,0x-API,527064.4594237249
2021-12-12,LINK,1inch-LOP,8.10016
2021-12-12,LINK,airswap,4751.101402848503
2021-12-12,LINK,balancer,251566.92021853544
2021-12-12,LINK,bancor,1959924.1653646436
2021-12-12,LINK,curve,14429.196859577356
2021-12-12,LINK,defiswap,21187.118767456708
2021-12-12,LINK,shibaswap,76719.01973998398
2021-12-12,LINK,sushiswap,532840.8964014036
2021-12-12,LINK,uniswap,1774945.4377687108
2021-12-12,PENDLE,sushiswap,195870.49850804615
2021-12-12,UNI,0x-API,428747.24473511084
2021-12-12,UNI,1inch-LOP,34797.485122249615
2021-12-12,UNI,balancer,17200.990131074745
2021-12-12,UNI,bancor,10167.956317075303
2021-12-12,UNI,defiswap,433.72902926612744
2021-12-12,UNI,shibaswap,142676.0473614888
2021-12-12,UNI,sushiswap,18397.88789040586
2021-12-12,UNI,uniswap,985606.6122927502
2021-12-13,AAVE,1inch-LOP,2483.669826785861
2021-12-13,AAVE,balancer,1112415.6340627228
2021-12-13,AAVE,sushiswap,183016.56141369455
2021-12-13,AAVE,uniswap,310693.75823131704
2021-12-13,ATOM,uniswap,9171.088764172036
2021-12-13,CRV,0x-API,994575.1456417348
2021-12-13,CRV,1inch-LOP,34462.58483846301
2021-12-13,CRV,balancer,1660.3053996181275
2021-12-13,CRV,curve,1910423.5957855338
2021-12-13,CRV,defiswap,2751.5426738258175
2021-12-13,CRV,sushiswap,2912127.892377621
2021-12-13,CRV,uniswap,1790203.0257187125
2021-12-13,DOGE,uniswap,35871.03306136632
2021-12-13,LDO,balancer,40443.22241865366
2021-12-13,LDO,sushiswap,1200880.030942437
2021-12-13,LDO,uniswap,1213756.2152868395
2021-12-13,LINK,0x-API,1765513.870285122
2021-12-13,LINK,1inch-LOP,962.355
2021-12-13,LINK,balancer,222022.1688914653
2021-12-13,LINK,bancor,1176865.6457545722
2021-12-13,LINK,defiswap,15109.882646684997
2021-12-13,LINK,shibaswap,36416.12077669164
2021-12-13,LINK,sushiswap,978839.987225338
2021-12-13,LINK,uniswap,4069282.0150970155
2021-12-13,PENDLE,sushiswap,97387.13612760564
2021-12-13,TRX,uniswap,1886.895
2021-12-13,UNI,0x-API,292122.0839925693
2021-12-13,UNI,airswap,15.762763960255528
2021-12-13,UNI,balancer,88031.08256558722
2021-12-13,UNI,shibaswap,486398.96359643724
2021-12-13,UNI,sushiswap,149594.80901422512
2021-12-13,UNI,uniswap,4567479.550296202
2021-12-14,AAVE,0x-API,991.3044285980019
2021-12-14,AAVE,1inch-LOP,7507.89095
2021-12-14,AAVE,balancer,1876993.1995424426
2021-12-14,AAVE,bancor,34452.63953244705
2021-12-14,AAVE,defiswap,71.58201867132155
2021-12-14,AAVE,sushiswap,230309.62946027183
2021-12-14,AAVE,uniswap,392929.8561267395
2021-12-14,ATOM,uniswap,354.7757940159497
2021-12-14,CRV,0x-API,1586606.3990036647
2021-12-14,CRV,1inch-LOP,79923.88833932349
2021-12-14,CRV,curve,2378252.093215904
2021-12-14,CRV,defiswap,642.586640505
2021-12-14,CRV,sushiswap,1575143.552433249
2021-12-14,CRV,uniswap,1009879.0313560292
2021-12-14,DOGE,uniswap,1157350.3505045716
2021-12-14,LDO,balancer,106544.54299453703
2021-12-14,LDO,sushiswap,2703197.3368074493
2021-12-14,LDO,uniswap,450680.571549991
2021-12-14,LINK,0x-API,543555.1189027925
2021-12-14,LINK,1inch-LOP,3599.28995
2021-12-14,LINK,airswap,7203.666182076802
2021-12-14,LINK,balancer,384229.6295908105
2021-12-14,LINK,bancor,1720392.4991490087
2021-12-14,LINK,defiswap,39736.219467273346
2021-12-14,LINK,shibaswap,116701.62361978521
2021-12-14,LINK,sushiswap,735336.8312824928
2021-12-14,LINK,uniswap,2968662.706487084
2021-12-14,PENDLE,sushiswap,67519.51102200904
2021-12-14,TRX,uniswap,141.4386219100109
2021-12-14,UNI,0x-API,213066.46008572882
2021-12-14,UNI,1inch-LOP,18860.699999999997
2021-12-14,UNI,balancer,26641.28159727606
2021-12-14,UNI,bancor,20192.529210064436
2021-12-14,UNI,defiswap,2225.7769605467593
2021-12-14,UNI,shibaswap,122914.98243141896
2021-12-14,UNI,sushiswap,30812.971998996116
2021-12-14,UNI,uniswap,1654597.9939633263
2021-12-15,AAVE,0x-API,802037.4606353837
2021-12-15,AAVE,1inch-LOP,8634.953599999999
2021-12-15,AAVE,balancer,1781050.7508874675
2021-12-15,AAVE,sushiswap,292810.08318406023
2021-12-15,AAVE,uniswap,357062.6068921214
2021-12-15,ATOM,uniswap,341.2646196641627
2021-12-15,CRV,0x-API,1758617.962490239
2021-12-15,CRV,1inch-LOP,98748.23947544572
2021-12-15,CRV,curve,5198103.0991449505
2021-12-15,CRV,defiswap,6153.316149476026
2021-12-15,CRV,sushiswap,6607265.862377884
2021-12-15,CRV,uniswap,3157174.1874982133
2021-12-15,DOGE,uniswap,115408.0015497294
2021-12-15,LDO,balancer,124491.99488106956
2021-12-15,LDO,sushiswap,4164075.9701910205
2021-12-15,LDO,uniswap,472294.69109282515
2021-12-15,LINK,0x-API,711398.407665838
2021-12-15,LINK,1inch-LOP,108432.56642329703
2021-12-15,LINK,airswap,13207.860599071999
2021-12-15,LINK,balancer,446757.7514689681
2021-12-15,LINK,bancor,3814234.2016188717
2021-12-15,LINK,defiswap,15622.113363033008
2021-12-15,LINK,shibaswap,109219.31562570726
2021-12-15,LINK,sushiswap,1115808.2301136048
2021-12-15,LINK,uniswap,4350391.383749826
2021-12-15,PENDLE,sushiswap,99806.16194745655
2021-12-15,UNI,0x-API,140329.92835622115
2021-12-15,UNI,1inch-LOP,29429.99387777959
2021-12-15,UNI,balancer,10626.66868454156
2021-12-15,UNI,bancor,10437.441561783671
2021-12-15,UNI,defiswap,805.6406643774501
2021-12-15,UNI,shibaswap,26035.069955235893
2021-12-15,UNI,sushiswap,21899.14199215869
2021-12-15,UNI,uniswap,1471129.5451404864
2021-12-16,AAVE,0x-API,27790.212110177563
2021-12-16,AAVE,1inch-LOP,25790.71712892756
2021-12-16,AAVE,balancer,2469764.4981754706
2021-12-16,AAVE,bancor,50704.943231080564
2021-12-16,AAVE,sushiswap,1042134.8795598135
2021-12-16,AAVE,uniswap,668405.9930508481
2021-12-16,ATOM,sushiswap,874.349543321996
2021-12-16,ATOM,uniswap,4201.180140564455
2021-12-16,CRV,0x-API,930128.5658987614
2021-12-16,CRV,1inch-LOP,22941.734900155418
2021-12-16,CRV,airswap,8025.523992
2021-12-16,CRV,balancer,533.9574932400001
2021-12-16,CRV,curve,8899061.505092336
2021-12-16,CRV,defiswap,4657.624962873368
2021-12-16,CRV,sushiswap,5308956.4181610765
2021-12-16,CRV,uniswap,3082461.4333707625
2021-12-16,DOGE,uniswap,9137.830803393541
2021-12-16,LDO,balancer,117705.19494172733
2021-12-16,LDO,sushiswap,2750183.535041179
2021-12-16,LDO,uniswap,565646.6416751036
2021-12-16,LINK,0x-API,42500.46278044221
2021-12-16,LINK,1inch-LOP,89092.98609184012
2021-12-16,LINK,airswap,34658.76340237019
2021-12-16,LINK,balancer,138727.1115692224
2021-12-16,LINK,bancor,769323.0662762742
2021-12-16,LINK,defiswap,12938.66688100098
2021-12-16,LINK,shibaswap,35390.16640750973
2021-12-16,LINK,sushiswap,701423.8723602039
2021-12-16,LINK,uniswap,1892193.2148219873
2021-12-16,PENDLE,sushiswap,339829.53660011577
2021-12-16,UNI,0x-API,240417.5842861162
2021-12-16,UNI,1inch-LOP,61485.4929500539
2021-12-16,UNI,shibaswap,615.9030521
2021-12-16,UNI,sushiswap,10506.983085664973
2021-12-16,UNI,uniswap,573570.2424559438
2021-12-17,AAVE,0x-API,78625.17613014241
2021-12-17,AAVE,balancer,5535347.718336147
2021-12-17,AAVE,bancor,106968.23063135997
2021-12-17,AAVE,defiswap,3.96202
2021-12-17,AAVE,sushiswap,2272364.161007186
2021-12-17,AAVE,uniswap,1250932.6851390642
2021-12-17,ATOM,sushiswap,864.8661280377562
2021-12-17,ATOM,uniswap,1418.939271336008
2021-12-17,CRV,0x-API,4067121.3872401956
2021-12-17,CRV,1inch-LOP,46830.611639122
2021-12-17,CRV,balancer,340.91188339999997
2021-12-17,CRV,curve,9068363.812103953
2021-12-17,CRV,defiswap,14042.27300311707
