open_time,open,high,low,close,volume,quote_volume,datetime_utc
1784102400000,64528.0,64785.8,64528.0,64745.0,3889.073,251427366.9281,2026-07-15 08:00:00+00:00
1784106000000,64744.9,64899.9,64626.2,64644.6,3146.199,203786245.6668,2026-07-15 09:00:00+00:00
1784109600000,64644.6,64826.8,64582.7,64633.0,2611.385,168912790.9394,2026-07-15 10:00:00+00:00
1784113200000,64633.0,64728.7,64585.6,64707.5,1873.463,121146338.1558,2026-07-15 11:00:00+00:00
1784116800000,64707.4,65241.3,64568.8,65133.7,12263.474,795838971.2457,2026-07-15 12:00:00+00:00
1784120400000,65133.7,65550.5,64852.5,65090.2,18067.99,1179423648.0364,2026-07-15 13:00:00+00:00
1784124000000,65090.2,65497.0,65033.5,65364.8,10429.982,680937670.9553,2026-07-15 14:00:00+00:00
1784127600000,65364.8,65589.7,65230.0,65391.6,7683.692,502612907.0317,2026-07-15 15:00:00+00:00
1784131200000,65391.5,65438.0,64752.0,65089.5,14894.086,968547770.8818,2026-07-15 16:00:00+00:00
1784134800000,65089.6,65148.2,64939.5,65023.1,8953.781,582313076.8968,2026-07-15 17:00:00+00:00
1784138400000,65023.1,65130.0,64817.1,64837.4,3429.166,222862977.9524,2026-07-15 18:00:00+00:00
1784142000000,64837.4,64967.9,64708.0,64942.0,2826.502,183299698.94,2026-07-15 19:00:00+00:00
1784145600000,64942.1,65030.5,64869.8,64939.9,1207.369,78429427.9175,2026-07-15 20:00:00+00:00
1784149200000,64939.9,64985.9,64756.7,64800.0,1958.445,126975118.9475,2026-07-15 21:00:00+00:00
1784152800000,64800.0,64949.7,64739.0,64831.5,2140.517,138800750.2988,2026-07-15 22:00:00+00:00
1784156400000,64831.6,64912.5,64660.0,64721.4,2455.054,158978086.1172,2026-07-15 23:00:00+00:00
1784160000000,64721.4,64814.7,64464.0,64554.3,4878.987,315157208.2096,2026-07-16 00:00:00+00:00
1784163600000,64554.3,64807.9,64362.2,64698.6,4747.944,306634209.5371,2026-07-16 01:00:00+00:00
1784167200000,64698.6,64705.0,64550.0,64616.1,1791.299,115754759.5961,2026-07-16 02:00:00+00:00
1784170800000,64616.1,64723.3,64521.0,64593.0,2045.084,132157551.1189,2026-07-16 03:00:00+00:00
1784174400000,64593.0,64667.0,64512.0,64610.9,2014.066,130085264.6829,2026-07-16 04:00:00+00:00
1784178000000,64610.9,64974.5,64573.4,64897.9,6259.94,405906909.9903,2026-07-16 05:00:00+00:00
1784181600000,64898.0,64951.2,64603.4,64750.0,3438.699,222741119.6925,2026-07-16 06:00:00+00:00
1784185200000,64749.9,64750.0,64005.6,64200.0,12271.054,789026941.8405,2026-07-16 07:00:00+00:00
1784188800000,64200.1,64340.0,63843.1,64096.7,14623.947,937055354.3315,2026-07-16 08:00:00+00:00
1784192400000,64096.6,64155.9,63985.1,64063.8,3330.267,213379678.0155,2026-07-16 09:00:00+00:00
1784196000000,64063.9,64241.3,64047.7,64186.9,2653.349,170222226.1198,2026-07-16 10:00:00+00:00
1784199600000,64187.0,64245.6,64057.2,64226.6,2957.306,189736292.9365,2026-07-16 11:00:00+00:00
1784203200000,64226.6,64226.6,63833.0,63938.1,6794.898,434759892.7878,2026-07-16 12:00:00+00:00
1784206800000,63938.2,64458.7,63930.1,64354.4,11289.067,725055819.2291,2026-07-16 13:00:00+00:00
1784210400000,64354.3,64844.3,64300.1,64510.0,12450.661,804104784.7677,2026-07-16 14:00:00+00:00
1784214000000,64510.0,64874.7,64281.6,64677.7,8163.41,527551972.9578,2026-07-16 15:00:00+00:00
1784217600000,64677.7,64687.6,64299.4,64448.4,5409.449,348817104.7398,2026-07-16 16:00:00+00:00
1784221200000,64448.4,64453.1,63958.0,64045.6,7575.592,486045854.9006,2026-07-16 17:00:00+00:00
1784224800000,64045.5,64306.8,64022.3,64217.1,3448.519,221286532.87,2026-07-16 18:00:00+00:00
1784228400000,64217.0,64277.7,64120.2,64241.6,1749.703,112349050.298,2026-07-16 19:00:00+00:00
1784232000000,64241.7,64249.9,64075.1,64090.1,1258.646,80744581.7338,2026-07-16 20:00:00+00:00
1784235600000,64090.1,64217.6,64077.3,64135.9,1257.933,80706642.8971,2026-07-16 21:00:00+00:00
1784239200000,64136.0,64221.3,63922.6,63939.5,3705.96,237423536.6952,2026-07-16 22:00:00+00:00
1784242800000,63939.6,63978.6,63712.6,63801.0,6353.682,405474448.3197,2026-07-16 23:00:00+00:00
1784246400000,63801.1,63890.4,63580.0,63862.9,6331.479,403524813.1331,2026-07-17 00:00:00+00:00
1784250000000,63862.9,64041.6,63435.6,63510.8,8486.817,540732103.5779,2026-07-17 01:00:00+00:00
1784253600000,63510.7,63628.0,63358.0,63457.5,5328.647,338222611.6627,2026-07-17 02:00:00+00:00
1784257200000,63457.5,63693.2,63450.1,63538.1,3554.461,226038472.619,2026-07-17 03:00:00+00:00
1784260800000,63538.0,63560.0,63281.0,63460.0,5069.199,321416091.2138,2026-07-17 04:00:00+00:00
1784264400000,63460.1,63460.1,62754.6,62807.3,15626.008,984325575.8483,2026-07-17 05:00:00+00:00
1784268000000,62807.4,62961.7,62655.0,62915.4,10696.868,671809081.1614,2026-07-17 06:00:00+00:00
1784271600000,62915.5,62947.1,62761.3,62792.9,4831.261,303761733.0968,2026-07-17 07:00:00+00:00
1784275200000,62792.8,62905.0,62611.0,62857.5,6784.932,425929015.7944,2026-07-17 08:00:00+00:00
1784278800000,62857.4,63039.8,62831.8,62962.2,4213.74,265241841.9373,2026-07-17 09:00:00+00:00
1784282400000,62962.3,63165.9,62962.2,63146.9,4237.483,267322456.0585,2026-07-17 10:00:00+00:00
1784286000000,63146.9,63337.4,63031.3,63273.2,5404.24,341540256.436,2026-07-17 11:00:00+00:00
1784289600000,63273.1,63320.0,63037.0,63073.9,5253.453,331840950.3073,2026-07-17 12:00:00+00:00
1784293200000,63073.9,63155.8,62505.1,63128.6,16457.338,1033408356.6184,2026-07-17 13:00:00+00:00
1784296800000,63128.7,63496.0,63051.4,63142.5,11255.645,712100425.0982,2026-07-17 14:00:00+00:00
1784300400000,63142.5,63432.5,62817.0,63432.4,9297.664,586767886.9906,2026-07-17 15:00:00+00:00
1784304000000,63432.4,63681.3,63272.4,63553.7,9059.142,574944467.8006,2026-07-17 16:00:00+00:00
1784307600000,63553.7,64194.6,63553.7,64011.8,12832.426,820846042.3635,2026-07-17 17:00:00+00:00
1784311200000,64011.8,64356.7,63855.8,64220.1,8585.457,550273257.4743,2026-07-17 18:00:00+00:00
1784314800000,64220.1,64226.1,63943.5,64121.4,4380.552,280718313.7923,2026-07-17 19:00:00+00:00
1784318400000,64121.4,64165.7,63928.9,64086.1,3417.904,218806236.8103,2026-07-17 20:00:00+00:00
1784322000000,64086.2,64188.2,64031.6,64070.6,1550.761,99411951.6477,2026-07-17 21:00:00+00:00
1784325600000,64070.6,64117.5,63891.6,63952.8,1753.78,112188727.9499,2026-07-17 22:00:00+00:00
1784329200000,63952.7,63985.0,63860.0,63909.9,1443.556,92276182.7955,2026-07-17 23:00:00+00:00
1784332800000,63909.9,63991.0,63859.6,63881.6,1490.455,95257685.3877,2026-07-18 00:00:00+00:00
1784336400000,63881.6,63980.0,63862.0,63929.2,1280.563,81850156.7893,2026-07-18 01:00:00+00:00
1784340000000,63929.2,64014.9,63900.0,63931.5,1347.221,86160023.3807,2026-07-18 02:00:00+00:00
1784343600000,63931.6,63995.8,63900.0,63989.5,1220.595,78039738.1985,2026-07-18 03:00:00+00:00
1784347200000,63989.5,63992.8,63915.0,63946.3,780.402,49903960.3425,2026-07-18 04:00:00+00:00
1784350800000,63946.3,63973.3,63894.3,63936.3,1075.625,68767849.3695,2026-07-18 05:00:00+00:00
1784354400000,63936.3,63979.0,63914.1,63954.1,888.648,56827064.4039,2026-07-18 06:00:00+00:00
1784358000000,63954.2,64000.0,63952.8,63980.1,1583.413,101306902.4738,2026-07-18 07:00:00+00:00
1784361600000,63980.0,63997.8,63930.4,63977.2,1367.761,87492214.5254,2026-07-18 08:00:00+00:00
1784365200000,63977.2,63985.0,63912.0,63961.2,1041.152,66572704.3088,2026-07-18 09:00:00+00:00
1784368800000,63961.1,63990.0,63957.3,63981.2,581.795,37219753.244,2026-07-18 10:00:00+00:00
1784372400000,63981.2,64073.2,63981.2,64033.3,1101.39,70498219.378,2026-07-18 11:00:00+00:00
1784376000000,64033.2,64237.7,64019.4,64181.4,3668.169,235219984.2764,2026-07-18 12:00:00+00:00
1784379600000,64181.5,64185.4,63925.2,64081.3,3187.123,204088230.5717,2026-07-18 13:00:00+00:00
1784383200000,64081.2,64167.2,64065.8,64099.0,1539.936,98741343.7294,2026-07-18 14:00:00+00:00
1784386800000,64099.0,64135.6,64000.0,64090.0,1415.443,90689816.0026,2026-07-18 15:00:00+00:00
1784390400000,64090.0,64298.6,64054.5,64278.2,3832.348,246045612.3801,2026-07-18 16:00:00+00:00
1784394000000,64278.3,64466.0,64250.3,64450.0,5266.335,338882191.4966,2026-07-18 17:00:00+00:00
1784397600000,64450.0,64666.0,64424.5,64477.3,4442.025,286518605.5744,2026-07-18 18:00:00+00:00
1784401200000,64477.4,64566.0,64445.5,64526.3,1721.549,111050409.3593,2026-07-18 19:00:00+00:00
1784404800000,64526.4,64738.2,64467.2,64665.5,3210.202,207409774.2774,2026-07-18 20:00:00+00:00
1784408400000,64665.5,64819.2,64584.2,64697.6,3096.293,200373308.8791,2026-07-18 21:00:00+00:00
1784412000000,64697.5,64837.4,64680.6,64774.4,2034.289,131734753.9786,2026-07-18 22:00:00+00:00
1784415600000,64774.3,64818.1,64677.7,64806.7,2054.006,133036735.9488,2026-07-18 23:00:00+00:00
1784419200000,64806.7,64878.8,64750.0,64756.5,2842.165,184116482.6618,2026-07-19 00:00:00+00:00
1784422800000,64756.5,64771.8,64750.0,64750.0,2790.617,180697000.7376,2026-07-19 01:00:00+00:00
1784426400000,64750.0,64948.8,64672.4,64795.4,5032.332,326235058.8014,2026-07-19 02:00:00+00:00
1784430000000,64795.5,64815.8,64594.6,64686.8,2849.995,184296523.0554,2026-07-19 03:00:00+00:00
1784433600000,64686.8,64775.2,64580.4,64692.2,1668.466,107897249.8947,2026-07-19 04:00:00+00:00
1784437200000,64692.2,64789.8,64643.4,64695.1,1325.774,85795734.7138,2026-07-19 05:00:00+00:00
1784440800000,64695.0,64737.7,64670.0,64682.3,934.088,60433100.7053,2026-07-19 06:00:00+00:00
1784444400000,64682.2,64759.3,64643.4,64692.2,1918.387,124107508.9729,2026-07-19 07:00:00+00:00
1784448000000,64692.1,64723.5,64600.0,64678.1,2064.203,133459114.9664,2026-07-19 08:00:00+00:00
1784451600000,64678.2,64694.0,64467.2,64495.2,3177.976,205094739.8077,2026-07-19 09:00:00+00:00
1784455200000,64495.1,64677.7,64454.6,64561.4,2700.58,174382893.7039,2026-07-19 10:00:00+00:00
1784458800000,64561.4,64610.0,64415.0,64445.7,2748.941,177324323.0585,2026-07-19 11:00:00+00:00
1784462400000,64445.7,64445.7,64259.5,64417.5,4959.504,319194467.7477,2026-07-19 12:00:00+00:00
