date,ts,binance_p2p_buy,binance_p2p_sell,okx_p2p_buy,okx_p2p_sell,usdcnh,premium_buy_bps,premium_sell_bps
2026-08-08,2026-08-08T17:56:56.700873+00:00,6.68,6.68,6.61,,6.742459774017334,-92.64,-92.64
